NAME,Total Commuters,Driving Alone,Carpooling,Public Transportation,Walking,Cycling,Other Means,Worked from Home,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races,Total Population,Median Income,Poverty Count,Median Age,Total Housing Units,Housing Units,Occupied Housing Units,Median Housing Value,Average Household Size,Median Gross Rent,state,county,tract,Poverty Rate,Labor Force 16-19,Labor Force 20-24,Labor Force 25-29,Labor Force 30-34,Labor Force 35-39,Labor Force 40-44,Labor Force 45-49,Labor Force 50-54,Labor Force Total,Housing Density,Housing Availability,Total Population,state_fips,county_fips,tract_code,GEOID,lat,lon,walkscore,bikescore,transitscore,walkscore_description,bikescore_description,transitscore_description
"Census Tract 9604.01, Antrim County, Michigan",280.0,242.0,210.0,0.0,0.0,0.0,0.0,0.0,866.0,7.0,0.0,0.0,0.0,0.0,24.0,897.0,239.0,77.0,61.1,1376.0,1376.0,402.0,233800.0,1.94,,26,9,960401,8.58416945373467,8,5,45,47,27,32,0,0,164,1534.0022296544034,70.78488372093024,897.0,26,9,960401,26009960401,44.94157666727117,-85.16251807369747,0.0,17.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 9604.02, Antrim County, Michigan",992.0,805.0,676.0,0.0,0.0,0.0,0.0,0.0,2000.0,7.0,7.0,14.0,0.0,16.0,101.0,2145.0,629.0,236.0,54.2,1583.0,1583.0,985.0,189400.0,2.14,,26,9,960402,11.002331002331005,44,100,125,175,60,34,0,0,538,737.995337995338,37.7763739734681,2145.0,26,9,960402,26009960402,44.97521949088255,-85.20699212320498,52.0,42.0,,Somewhat Walkable,Somewhat Bikeable,
"Census Tract 9605.01, Antrim County, Michigan",929.0,757.0,641.0,0.0,0.0,0.0,0.0,0.0,1825.0,2.0,37.0,0.0,0.0,99.0,43.0,2006.0,632.0,196.0,52.5,1716.0,1716.0,843.0,278000.0,2.37,,26,9,960501,9.770687936191424,10,26,120,206,59,78,0,0,499,855.4336989032902,50.87412587412587,2006.0,26,9,960501,26009960501,44.92042109503659,-85.33753107901936,0.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 9605.02, Antrim County, Michigan",576.0,518.0,458.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,7.0,3.0,0.0,8.0,82.0,1328.0,404.0,68.0,54.5,1018.0,1018.0,610.0,190700.0,2.18,141506200.0,26,9,960502,5.120481927710843,7,25,71,119,29,59,0,0,310,766.5662650602409,40.07858546168959,1328.0,26,9,960502,26009960502,44.88609895670093,-85.21109514683724,0.0,11.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 9606, Antrim County, Michigan",1430.0,1191.0,983.0,0.0,3.0,0.0,0.0,0.0,3082.0,2.0,0.0,20.0,0.0,5.0,92.0,3201.0,1029.0,194.0,57.0,2441.0,2441.0,1483.0,305600.0,2.15,,26,9,960600,6.0606060606060606,37,88,182,250,77,138,0,0,772,762.5741955638863,39.24621056943876,3201.0,26,9,960600,26009960600,44.93193282063775,-85.3932128806175,3.0,36.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 9607.01, Antrim County, Michigan",1375.0,1269.0,1162.0,0.0,0.0,0.0,0.0,0.0,3063.0,6.0,70.0,3.0,0.0,0.0,52.0,3194.0,886.0,434.0,40.7,2251.0,2251.0,1291.0,117300.0,2.47,,26,9,960701,13.587977457733247,46,173,189,246,98,77,0,0,829,704.7589229805886,42.64771212794314,3194.0,26,9,960701,26009960701,44.91268164453064,-84.95221366844764,0.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 9607.02, Antrim County, Michigan",783.0,717.0,607.0,2.0,24.0,0.0,0.0,0.0,1850.0,2.0,0.0,6.0,0.0,10.0,47.0,1915.0,484.0,379.0,33.9,821.0,821.0,717.0,79800.0,2.66,,26,9,960702,19.7911227154047,32,58,119,92,11,33,0,0,345,428.7206266318538,12.66747868453106,1915.0,26,9,960702,26009960702,44.897603194673664,-85.05168168253448,19.0,2.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 9900, Antrim County, Michigan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,0.0,0.0,0.0,-666666666.0,-666666666.0,-666666666.0,26,9,990000,,0,0,0,0,0,0,0,0,0,,,0.0,26,9,990000,26009990000,45.07347345698188,-85.4276948800007,0.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 9701, Arenac County, Michigan",784.0,733.0,647.0,2.0,0.0,0.0,0.0,0.0,2132.0,0.0,30.0,1.0,0.0,3.0,41.0,2207.0,600.0,297.0,53.7,1738.0,1738.0,960.0,91400.0,2.3,118842400.0,26,11,970100,13.457181694608064,33,57,96,176,57,74,0,0,493,787.4943362029906,44.76409666283084,2207.0,26,11,970100,26011970100,44.12355045657885,-83.74938350452283,0.0,28.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 9702, Arenac County, Michigan",1269.0,1110.0,1038.0,3.0,0.0,0.0,0.0,0.0,3055.0,12.0,8.0,12.0,0.0,3.0,84.0,3174.0,834.0,398.0,48.0,1826.0,1826.0,1265.0,119900.0,2.45,,26,11,970200,12.539382482671709,49,92,232,203,83,141,0,0,800,575.2993068683049,30.72289156626506,3174.0,26,11,970200,26011970200,44.08941766610142,-84.06435215156843,0.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 9703, Arenac County, Michigan",1151.0,1091.0,1031.0,3.0,9.0,0.0,0.0,0.0,2761.0,39.0,26.0,0.0,0.0,18.0,40.0,2884.0,747.0,320.0,49.0,1465.0,1465.0,1100.0,86700.0,2.62,110332600.0,26,11,970300,11.095700416088766,25,101,191,168,117,87,0,0,689,507.9750346740638,24.914675767918087,2884.0,26,11,970300,26011970300,44.03617182017997,-83.90774053830648,0.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 9704, Arenac County, Michigan",887.0,800.0,728.0,3.0,3.0,0.0,0.0,0.0,2611.0,16.0,4.0,2.0,0.0,3.0,118.0,2754.0,766.0,471.0,56.8,2501.0,2501.0,1314.0,124900.0,2.08,,26,11,970400,17.10239651416122,6,31,82,174,52,153,0,6,504,908.1336238198984,47.4610155937625,2754.0,26,11,970400,26011970400,44.03729766922704,-83.63092698003526,0.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 9705, Arenac County, Michigan",1741.0,1587.0,1475.0,0.0,7.0,0.0,0.0,0.0,3746.0,6.0,62.0,21.0,0.0,0.0,155.0,3990.0,975.0,586.0,44.1,2000.0,2000.0,1653.0,93200.0,2.36,138465600.0,26,11,970500,14.68671679197995,165,157,211,275,78,114,0,0,1000,501.25313283208015,17.349999999999998,3990.0,26,11,970500,26011970500,43.95572713075905,-83.95989307060574,10.0,30.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 9900, Arenac County, Michigan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,0.0,0.0,0.0,-666666666.0,-666666666.0,-666666666.0,26,11,990000,,0,0,0,0,0,0,0,0,0,,,0.0,26,11,990000,26011990000,43.938004890937954,-83.69793625597005,0.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 9901, Arenac County, Michigan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,0.0,0.0,0.0,-666666666.0,-666666666.0,-666666666.0,26,11,990100,,0,0,0,0,0,0,0,0,0,,,0.0,26,11,990100,26011990100,44.11704241878222,-83.40917268787457,0.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 1, Baraga County, Michigan",1577.0,1472.0,1307.0,5.0,0.0,0.0,0.0,0.0,3379.0,37.0,378.0,28.0,0.0,8.0,276.0,4106.0,1088.0,486.0,49.3,2650.0,2650.0,1709.0,94500.0,2.33,179605100.0,26,13,100,11.836337067705797,89,161,251,276,47,133,0,0,957,645.3969800292256,35.509433962264154,4106.0,26,13,100,26013000100,46.74290179093286,-88.23987536828838,0.0,19.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2, Baraga County, Michigan",1378.0,1308.0,1133.0,0.0,2.0,0.0,0.0,0.0,2653.0,586.0,515.0,24.0,10.0,19.0,336.0,4143.0,958.0,496.0,42.6,2432.0,2432.0,1455.0,120300.0,2.26,,26,13,200,11.972000965483948,46,214,158,223,24,95,0,0,760,587.0142408882452,40.17269736842105,4143.0,26,13,200,26013000200,46.60538474274203,-88.47647462867177,0.0,19.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 9901, Baraga County, Michigan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,0.0,0.0,0.0,-666666666.0,-666666666.0,-666666666.0,26,13,990100,,0,0,0,0,0,0,0,0,0,,,0.0,26,13,990100,26013990100,46.94727659510841,-88.24671842977757,0.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 101, Barry County, Michigan",2314.0,2063.0,1908.0,17.0,4.0,0.0,0.0,0.0,5586.0,0.0,16.0,5.0,0.0,25.0,52.0,5684.0,1486.0,867.0,42.8,2555.0,2555.0,2363.0,139000.0,2.41,460212400.0,26,15,10100,15.253342716396904,63,215,484,396,118,162,0,0,1438,449.5073891625616,7.514677103718199,5684.0,26,15,10100,26015010100,42.68095696342379,-85.13257732119894,0.0,22.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 102, Barry County, Michigan",2708.0,2510.0,2328.0,0.0,0.0,0.0,0.0,0.0,5570.0,4.0,5.0,125.0,0.0,29.0,67.0,5800.0,1560.0,290.0,37.2,2210.0,2210.0,2074.0,205400.0,2.8,518642900.0,26,15,10200,5.0,95,183,527,555,127,111,0,0,1598,381.0344827586207,6.153846153846154,5800.0,26,15,10200,26015010200,42.72607860913507,-85.31004401305849,0.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 103.01, Barry County, Michigan",2108.0,1837.0,1613.0,18.0,1.0,0.0,0.0,0.0,3311.0,2.0,0.0,12.0,0.0,107.0,434.0,3866.0,1032.0,523.0,34.9,1615.0,1615.0,1615.0,166800.0,2.39,,26,15,10301,13.528194516295914,67,362,336,417,53,33,0,0,1268,417.7444386963269,0.0,3866.0,26,15,10301,26015010301,42.712665182744026,-85.45083070348954,20.0,7.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 103.02, Barry County, Michigan",2797.0,2625.0,2424.0,0.0,0.0,0.0,0.0,0.0,5143.0,40.0,0.0,0.0,11.0,0.0,104.0,5298.0,1371.0,273.0,35.5,1860.0,1860.0,1813.0,266600.0,2.92,,26,15,10302,5.152887882219705,159,148,424,475,188,120,0,0,1514,351.0758776896942,2.5268817204301075,5298.0,26,15,10302,26015010302,42.72976175494508,-85.49875519898227,0.0,13.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 104.01, Barry County, Michigan",1272.0,1204.0,1077.0,15.0,0.0,0.0,0.0,0.0,3178.0,66.0,48.0,0.0,0.0,30.0,53.0,3375.0,986.0,286.0,52.4,1845.0,1845.0,1432.0,174200.0,2.36,233542200.0,26,15,10401,8.474074074074075,25,91,229,295,103,239,0,0,982,546.6666666666666,22.384823848238483,3375.0,26,15,10401,26015010401,42.55174290715736,-85.48450322994452,0.0,1.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 104.03, Barry County, Michigan",1833.0,1587.0,1537.0,0.0,20.0,0.0,0.0,0.0,3271.0,0.0,31.0,97.0,0.0,21.0,49.0,3469.0,1049.0,59.0,47.7,1842.0,1842.0,1444.0,280700.0,2.4,,26,15,10403,1.7007783222830788,11,34,393,378,79,171,0,0,1066,530.9887575670222,21.606948968512487,3469.0,26,15,10403,26015010403,42.627379944684165,-85.48001651739638,0.0,31.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 104.04, Barry County, Michigan",823.0,791.0,755.0,0.0,0.0,0.0,0.0,0.0,1500.0,24.0,0.0,78.0,0.0,0.0,86.0,1688.0,549.0,208.0,35.4,775.0,775.0,619.0,252000.0,2.73,119261000.0,26,15,10404,12.322274881516588,14,66,212,121,34,18,0,0,465,459.1232227488152,20.12903225806452,1688.0,26,15,10404,26015010404,42.665934443308686,-85.4994201583047,0.0,30.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 105, Barry County, Michigan",1221.0,1100.0,993.0,0.0,0.0,0.0,0.0,0.0,3268.0,38.0,0.0,17.0,0.0,0.0,59.0,3382.0,900.0,185.0,51.3,1703.0,1703.0,1327.0,253400.0,2.34,,26,15,10500,5.470136014192786,60,16,225,250,96,105,0,0,752,503.5481963335304,22.07868467410452,3382.0,26,15,10500,26015010500,42.46478082516872,-85.48415699352276,0.0,14.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 106.01, Barry County, Michigan",1785.0,1622.0,1518.0,13.0,0.0,0.0,0.0,0.0,3406.0,74.0,0.0,0.0,0.0,0.0,151.0,3631.0,887.0,338.0,51.2,1743.0,1743.0,1393.0,260300.0,2.61,,26,15,10601,9.308730377306528,10,80,164,371,192,109,0,0,926,480.0330487469017,20.080321285140563,3631.0,26,15,10601,26015010601,42.47298578680653,-85.38768675279348,0.0,9.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 106.02, Barry County, Michigan",1278.0,1224.0,1178.0,0.0,0.0,0.0,0.0,0.0,2893.0,11.0,0.0,0.0,0.0,0.0,28.0,2932.0,942.0,57.0,48.9,1570.0,1570.0,1283.0,168900.0,2.29,325802000.0,26,15,10602,1.9440654843110503,20,97,278,245,77,176,0,0,893,535.4706684856753,18.280254777070063,2932.0,26,15,10602,26015010602,42.53118602664713,-85.35279633002075,0.0,19.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 107, Barry County, Michigan",2172.0,2028.0,1839.0,0.0,3.0,0.0,0.0,0.0,4535.0,14.0,20.0,0.0,0.0,128.0,114.0,4811.0,1274.0,624.0,44.8,2145.0,2145.0,1864.0,168700.0,2.58,334728800.0,26,15,10700,12.970276449802537,109,161,350,477,81,115,0,0,1293,445.8532529619622,13.1002331002331,4811.0,26,15,10700,26015010700,42.50777576542943,-85.24947879562595,0.0,22.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 108, Barry County, Michigan",1430.0,1298.0,1196.0,7.0,3.0,0.0,0.0,0.0,3285.0,21.0,0.0,8.0,0.0,0.0,163.0,3477.0,938.0,401.0,42.0,1403.0,1403.0,1264.0,169700.0,2.73,,26,15,10800,11.532930687374174,49,81,333,229,88,80,0,0,860,403.5087719298246,9.907341411261582,3477.0,26,15,10800,26015010800,42.50615750932961,-85.13331684792433,0.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 113.01, Barry County, Michigan",2336.0,1954.0,1636.0,0.0,0.0,0.0,0.0,0.0,4653.0,0.0,0.0,32.0,0.0,0.0,32.0,4717.0,1089.0,430.0,32.6,1826.0,1826.0,1791.0,111700.0,2.63,164121500.0,26,15,11301,9.115963536145856,62,292,556,221,70,89,0,0,1290,387.1104515581938,1.9167579408543265,4717.0,26,15,11301,26015011301,42.62113344614763,-85.28415491501218,6.0,30.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 113.02, Barry County, Michigan",1532.0,1462.0,1212.0,0.0,5.0,0.0,0.0,0.0,3645.0,3.0,0.0,12.0,0.0,0.0,70.0,3730.0,910.0,326.0,47.2,1631.0,1631.0,1417.0,147500.0,2.47,206333000.0,26,15,11302,8.739946380697052,80,105,244,260,85,90,0,0,864,437.2654155495978,13.120784794604536,3730.0,26,15,11302,26015011302,42.641587881462776,-85.23506145114331,0.0,21.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 114.01, Barry County, Michigan",1115.0,1080.0,970.0,0.0,0.0,0.0,0.0,0.0,2632.0,0.0,0.0,0.0,0.0,0.0,150.0,2782.0,689.0,58.0,40.4,912.0,912.0,845.0,222500.0,3.29,,26,15,11401,2.0848310567936736,42,46,223,244,8,95,0,0,658,327.8217109992811,7.346491228070176,2782.0,26,15,11401,26015011401,42.63414429358601,-85.37478379923836,4.0,18.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 114.02, Barry County, Michigan",1490.0,1365.0,1328.0,0.0,0.0,0.0,0.0,0.0,3271.0,5.0,14.0,0.0,0.0,0.0,82.0,3372.0,827.0,354.0,50.8,1653.0,1653.0,1571.0,190600.0,2.1,,26,15,11402,10.498220640569397,33,114,160,211,109,96,0,0,723,490.2135231316726,4.960677555958863,3372.0,26,15,11402,26015011402,42.65566233315053,-85.31728661467727,1.0,26.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2803, Bay County, Michigan",591.0,494.0,455.0,0.0,0.0,0.0,0.0,0.0,1145.0,86.0,0.0,11.0,0.0,7.0,57.0,1306.0,364.0,385.0,36.1,733.0,733.0,643.0,59300.0,2.01,,26,17,280300,29.47932618683001,0,72,51,76,21,12,0,0,232,561.2557427258805,12.278308321964529,1306.0,26,17,280300,26017280300,43.60047790703679,-83.87704818310627,74.0,70.0,,Very Walkable,Very Bikeable,
"Census Tract 2804, Bay County, Michigan",1313.0,1037.0,809.0,0.0,10.0,0.0,0.0,0.0,2315.0,50.0,32.0,56.0,0.0,0.0,193.0,2646.0,647.0,563.0,47.5,1458.0,1458.0,1273.0,81700.0,2.06,,26,17,280400,21.27739984882842,15,129,200,160,93,18,0,0,615,551.0204081632653,12.688614540466393,2646.0,26,17,280400,26017280400,43.59326816130218,-83.8777745119431,71.0,55.0,,Very Walkable,Bikeable,
"Census Tract 2805, Bay County, Michigan",1474.0,1328.0,1226.0,0.0,0.0,0.0,0.0,0.0,3055.0,63.0,8.0,0.0,0.0,0.0,19.0,3145.0,733.0,392.0,43.3,1582.0,1582.0,1496.0,84800.0,2.09,137869500.0,26,17,280500,12.46422893481717,46,57,204,242,131,73,0,0,753,503.0206677265501,5.436156763590392,3145.0,26,17,280500,26017280500,43.59598630961517,-83.8626867853121,53.0,50.0,,Somewhat Walkable,Bikeable,
"Census Tract 2806, Bay County, Michigan",1327.0,1122.0,978.0,0.0,36.0,0.0,0.0,0.0,2321.0,80.0,0.0,0.0,0.0,0.0,228.0,2629.0,545.0,612.0,33.7,1095.0,1095.0,935.0,62700.0,2.79,,26,17,280600,23.27881323697224,184,73,314,168,44,45,0,0,828,416.5081780144542,14.61187214611872,2629.0,26,17,280600,26017280600,43.58475405573099,-83.87875221500764,65.0,48.0,,Somewhat Walkable,Somewhat Bikeable,
"Census Tract 2807, Bay County, Michigan",1220.0,1072.0,964.0,0.0,32.0,0.0,0.0,0.0,2438.0,250.0,0.0,0.0,0.0,102.0,211.0,3001.0,512.0,1165.0,46.5,1641.0,1641.0,1441.0,64800.0,2.08,,26,17,280700,38.82039320226591,47,143,189,221,40,99,0,0,739,546.817727424192,12.187690432663013,3001.0,26,17,280700,26017280700,43.58026906374724,-83.89308026538207,60.0,73.0,,Somewhat Walkable,Very Bikeable,
"Census Tract 2808, Bay County, Michigan",1836.0,1630.0,1501.0,0.0,5.0,0.0,0.0,0.0,3465.0,35.0,19.0,21.0,0.0,13.0,250.0,3803.0,955.0,727.0,37.8,1571.0,1571.0,1538.0,82400.0,2.46,100041000.0,26,17,280800,19.11648698396004,142,137,271,296,35,139,0,0,1020,413.0949250591638,2.100572883513686,3803.0,26,17,280800,26017280800,43.57256477288382,-83.88153101285432,54.0,54.0,,Somewhat Walkable,Bikeable,
"Census Tract 2809, Bay County, Michigan",874.0,840.0,830.0,0.0,1.0,0.0,0.0,0.0,2215.0,0.0,9.0,19.0,0.0,39.0,485.0,2767.0,672.0,648.0,41.1,1279.0,1279.0,1140.0,64900.0,2.42,58152600.0,26,17,280900,23.418865196964223,35,57,172,142,113,85,0,0,604,462.2334658474883,10.867865519937451,2767.0,26,17,280900,26017280900,43.556732717472,-83.89659039307166,23.0,38.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2810, Bay County, Michigan",1854.0,1703.0,1591.0,0.0,0.0,0.0,0.0,0.0,3389.0,60.0,0.0,48.0,53.0,31.0,197.0,3778.0,994.0,938.0,33.2,1724.0,1724.0,1465.0,70200.0,2.58,78596200.0,26,17,281000,24.82795129698253,46,239,323,183,116,145,0,0,1052,456.3260984647962,15.023201856148493,3778.0,26,17,281000,26017281000,43.584401506488575,-83.90753127596182,60.0,55.0,,Somewhat Walkable,Bikeable,
"Census Tract 2813, Bay County, Michigan",1449.0,1364.0,1196.0,0.0,0.0,0.0,0.0,0.0,2877.0,57.0,0.0,0.0,0.0,0.0,69.0,3003.0,746.0,399.0,33.7,1331.0,1331.0,1268.0,67500.0,2.34,75662500.0,26,17,281300,13.286713286713288,16,76,314,156,25,54,0,0,641,443.2234432234432,4.7332832456799405,3003.0,26,17,281300,26017281300,43.61778892395521,-83.88277939866862,37.0,51.0,,Car-Dependent,Bikeable,
"Census Tract 2851, Bay County, Michigan",1548.0,1450.0,1289.0,5.0,0.0,0.0,0.0,0.0,3170.0,32.0,8.0,0.0,0.0,34.0,133.0,3377.0,842.0,367.0,40.3,1409.0,1409.0,1386.0,97800.0,2.43,,26,17,285100,10.867633994669823,74,127,327,167,111,128,0,0,934,417.2342315664792,1.6323633782824698,3377.0,26,17,285100,26017285100,43.612259610977965,-83.84232564339602,41.0,37.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2852.01, Bay County, Michigan",2462.0,2209.0,2158.0,0.0,15.0,0.0,0.0,0.0,5106.0,141.0,18.0,128.0,0.0,0.0,194.0,5587.0,1304.0,1025.0,52.2,3047.0,3047.0,2891.0,145900.0,1.9,275848000.0,26,17,285201,18.346160730266693,174,177,359,465,102,142,0,0,1419,545.3731877572937,5.119789957335084,5587.0,26,17,285201,26017285201,43.5871149882988,-83.77132944823768,0.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2852.02, Bay County, Michigan",1707.0,1552.0,1348.0,0.0,24.0,0.0,0.0,0.0,3758.0,12.0,0.0,0.0,0.0,13.0,311.0,4094.0,1150.0,848.0,42.7,1735.0,1735.0,1628.0,157700.0,2.4,194712500.0,26,17,285202,20.71323888617489,67,232,230,312,40,155,0,0,1036,423.790913531998,6.1671469740634,4094.0,26,17,285202,26017285202,43.625541429117085,-83.78582971248002,0.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2853, Bay County, Michigan",2241.0,2119.0,1999.0,10.0,0.0,0.0,0.0,0.0,4451.0,34.0,38.0,15.0,0.0,6.0,72.0,4616.0,1247.0,413.0,44.3,1945.0,1945.0,1808.0,124600.0,2.55,,26,17,285300,8.947140381282495,57,240,277,396,91,123,0,0,1184,421.3604852686309,7.043701799485862,4616.0,26,17,285300,26017285300,43.53221542767788,-83.7840386683386,1.0,32.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2854, Bay County, Michigan",1738.0,1492.0,1410.0,0.0,0.0,0.0,0.0,0.0,3421.0,60.0,14.0,106.0,0.0,11.0,52.0,3664.0,1001.0,270.0,48.7,1667.0,1667.0,1491.0,168800.0,2.43,,26,17,285400,7.368995633187773,44,161,206,404,77,126,0,0,1018,454.96724890829694,10.557888422315536,3664.0,26,17,285400,26017285400,43.54420033012685,-83.97330909032546,0.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2855, Bay County, Michigan",2862.0,2609.0,2374.0,0.0,12.0,0.0,0.0,0.0,6682.0,0.0,0.0,34.0,0.0,29.0,129.0,6874.0,1910.0,515.0,50.3,2849.0,2849.0,2802.0,169200.0,2.4,408021300.0,26,17,285500,7.491998836194355,100,233,549,455,183,210,0,0,1730,414.4602851323829,1.6497016497016497,6874.0,26,17,285500,26017285500,43.58435677998855,-83.9841974097408,0.0,42.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2856, Bay County, Michigan",3652.0,3161.0,3068.0,0.0,23.0,0.0,0.0,0.0,6879.0,0.0,7.0,63.0,0.0,71.0,158.0,7178.0,1908.0,741.0,41.5,3211.0,3211.0,3078.0,140300.0,2.32,495551600.0,26,17,285600,10.32320980774589,47,352,683,654,78,160,0,0,1974,447.3390916689886,4.142011834319527,7178.0,26,17,285600,26017285600,43.61095647210467,-84.10839481688032,20.0,32.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2857, Bay County, Michigan",1600.0,1557.0,1511.0,0.0,18.0,0.0,0.0,0.0,3655.0,1.0,57.0,1.0,0.0,0.0,79.0,3793.0,1114.0,156.0,49.3,1729.0,1729.0,1642.0,133200.0,2.31,,26,17,285700,4.112839441075666,7,115,298,246,138,184,0,0,988,455.8397047192196,5.0318102949681895,3793.0,26,17,285700,26017285700,43.62822892097917,-83.9899362289821,0.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2858, Bay County, Michigan",2583.0,2392.0,2222.0,0.0,0.0,0.0,0.0,0.0,5406.0,124.0,0.0,0.0,0.0,0.0,424.0,5954.0,1710.0,1081.0,42.4,2810.0,2810.0,2597.0,128400.0,2.23,261285900.0,26,17,285800,18.155861605643263,66,343,222,347,118,121,0,0,1217,471.9516291568693,7.580071174377225,5954.0,26,17,285800,26017285800,43.6171820638382,-83.92116603196787,43.0,34.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2859, Bay County, Michigan",2188.0,2024.0,1946.0,0.0,0.0,0.0,0.0,0.0,4758.0,73.0,0.0,0.0,0.0,8.0,461.0,5300.0,1560.0,1012.0,45.6,2487.0,2487.0,2437.0,104900.0,2.16,209433900.0,26,17,285900,19.09433962264151,159,192,370,353,26,51,0,0,1151,469.245283018868,2.0104543626859672,5300.0,26,17,285900,26017285900,43.63870283186744,-83.8774454424456,8.0,48.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2860, Bay County, Michigan",1326.0,1195.0,1175.0,0.0,6.0,0.0,0.0,0.0,2569.0,90.0,20.0,20.0,0.0,0.0,113.0,2812.0,847.0,383.0,51.0,1421.0,1421.0,1228.0,154000.0,2.28,,26,17,286000,13.620199146514937,108,32,184,294,124,37,0,0,779,505.3342816500712,13.58198451794511,2812.0,26,17,286000,26017286000,43.6707016478786,-83.91056597339718,9.0,47.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2861.01, Bay County, Michigan",1781.0,1647.0,1540.0,15.0,6.0,0.0,0.0,0.0,3918.0,0.0,0.0,13.0,0.0,0.0,25.0,3956.0,1155.0,168.0,45.1,1638.0,1638.0,1508.0,136900.0,2.61,,26,17,286101,4.246713852376137,76,77,323,429,29,157,0,0,1091,414.05460060667343,7.936507936507936,3956.0,26,17,286101,26017286101,43.69623440981883,-84.08916818552566,8.0,28.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2861.02, Bay County, Michigan",1468.0,1402.0,1381.0,0.0,0.0,0.0,0.0,0.0,3182.0,0.0,0.0,0.0,0.0,11.0,40.0,3233.0,941.0,355.0,54.1,1648.0,1648.0,1516.0,152500.0,2.09,,26,17,286102,10.98051345499536,18,205,164,193,134,156,0,0,870,509.7432725023198,8.009708737864079,3233.0,26,17,286102,26017286102,43.697887690776966,-83.96870189429791,25.0,33.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2862, Bay County, Michigan",2406.0,2063.0,1866.0,0.0,4.0,0.0,0.0,0.0,4904.0,0.0,16.0,0.0,0.0,30.0,65.0,5015.0,1570.0,329.0,45.1,2294.0,2294.0,2200.0,123900.0,2.27,302156400.0,26,17,286200,6.560319042871386,104,111,538,435,91,131,0,0,1410,457.42771684945166,4.097646033129904,5015.0,26,17,286200,26017286200,43.78331596134325,-84.04214588516889,0.0,27.0,,Car-Dependent,Somewhat Bikeable,
